ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_C5,RP5_pop_WPOP20_C4,RP5_pop_WPOP20_C3,RP5_pop_WPOP20_C2,RP5_pop_WPOP20_C1,RP5_pop_WPOP20_C0,RP5_pop_WPOP20_C5_EAE,RP5_pop_WPOP20_C4_EAE,RP5_pop_WPOP20_C3_EAE,RP5_pop_WPOP20_C2_EAE,RP5_pop_WPOP20_C1_EAE,RP5_pop_WPOP20_C0_EAE,RP10_pop_WPOP20_C5,RP10_pop_WPOP20_C4,RP10_pop_WPOP20_C3,RP10_pop_WPOP20_C2,RP10_pop_WPOP20_C1,RP10_pop_WPOP20_C0,RP10_pop_WPOP20_C5_EAE,RP10_pop_WPOP20_C4_EAE,RP10_pop_WPOP20_C3_EAE,RP10_pop_WPOP20_C2_EAE,RP10_pop_WPOP20_C1_EAE,RP10_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C5,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C5_EAE,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP50_pop_WPOP20_C5,RP50_pop_WPOP20_C4,RP50_pop_WPOP20_C3,RP50_pop_WPOP20_C2,RP50_pop_WPOP20_C1,RP50_pop_WPOP20_C0,RP50_pop_WPOP20_C5_EAE,RP50_pop_WPOP20_C4_EAE,RP50_pop_WPOP20_C3_EAE,RP50_pop_WPOP20_C2_EAE,RP50_pop_WPOP20_C1_EAE,RP50_pop_WPOP20_C0_EAE,RP75_pop_WPOP20_C5,RP75_pop_WPOP20_C4,RP75_pop_WPOP20_C3,RP75_pop_WPOP20_C2,RP75_pop_WPOP20_C1,RP75_pop_WPOP20_C0,RP75_pop_WPOP20_C5_EAE,RP75_pop_WPOP20_C4_EAE,RP75_pop_WPOP20_C3_EAE,RP75_pop_WPOP20_C2_EAE,RP75_pop_WPOP20_C1_EAE,RP75_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C5,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C5_EAE,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,RP200_pop_WPOP20_C5,RP200_pop_WPOP20_C4,RP200_pop_WPOP20_C3,RP200_pop_WPOP20_C2,RP200_pop_WPOP20_C1,RP200_pop_WPOP20_C0,RP200_pop_WPOP20_C5_EAE,RP200_pop_WPOP20_C4_EAE,RP200_pop_WPOP20_C3_EAE,RP200_pop_WPOP20_C2_EAE,RP200_pop_WPOP20_C1_EAE,RP200_pop_WPOP20_C0_EAE,RP250_pop_WPOP20_C5,RP250_pop_WPOP20_C4,RP250_pop_WPOP20_C3,RP250_pop_WPOP20_C2,RP250_pop_WPOP20_C1,RP250_pop_WPOP20_C0,RP250_pop_WPOP20_C5_EAE,RP250_pop_WPOP20_C4_EAE,RP250_pop_WPOP20_C3_EAE,RP250_pop_WPOP20_C2_EAE,RP250_pop_WPOP20_C1_EAE,RP250_pop_WPOP20_C0_EAE,RP500_pop_WPOP20_C5,RP500_pop_WPOP20_C4,RP500_pop_WPOP20_C3,RP500_pop_WPOP20_C2,RP500_pop_WPOP20_C1,RP500_pop_WPOP20_C0,RP500_pop_WPOP20_C5_EAE,RP500_pop_WPOP20_C4_EAE,RP500_pop_WPOP20_C3_EAE,RP500_pop_WPOP20_C2_EAE,RP500_pop_WPOP20_C1_EAE,RP500_pop_WPOP20_C0_EAE,RP1000_pop_WPOP20_C5,RP1000_pop_WPOP20_C4,RP1000_pop_WPOP20_C3,RP1000_pop_WPOP20_C2,RP1000_pop_WPOP20_C1,RP1000_pop_WPOP20_C0,RP1000_pop_WPOP20_C5_EAE,RP1000_pop_WPOP20_C4_EAE,RP1000_pop_WPOP20_C3_EAE,RP1000_pop_WPOP20_C2_EAE,RP1000_pop_WPOP20_C1_EAE,RP1000_pop_WPOP20_C0_EAE,pop_WPOP20_C5_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C5_EAE%,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
80403,804,8,KHM,Kampong Kong,Kaoh Thum,Kandal,Cambodia,10575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.011,1529.606,1529.606,0.0,0.0,0.0,1.527,5.099,5.099,0.0,0.0,1212.454,2152.977,2856.683,2856.683,0.0,0.0,6.062,10.765,14.283,14.283,0.0,316.763,1660.863,2152.977,2856.683,2856.683,0.0,0.317,1.661,2.153,2.857,2.857,0.0,921.461,2152.977,2951.941,3870.551,3870.551,0.0,1.843,4.306,5.904,7.741,7.741,0.0,1214.824,2856.683,3757.372,4409.774,4409.774,0.0,1.215,2.857,3.757,4.41,4.41,0.0,3.375,14.886,24.106,34.39,34.39,0.0,0.032,0.141,0.228,0.325,0.325
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,4878.78,1377.277,2450.546,2450.546,2450.546,2450.546,2450.546,275.455,490.109,490.109,490.109,490.109,490.109,1869.274,2450.546,2450.546,2450.546,3032.208,3032.208,186.927,245.055,245.055,245.055,303.221,303.221,2149.607,2450.546,2450.546,3032.208,3032.208,3032.208,107.48,122.527,122.527,151.61,151.61,151.61,2450.546,2450.546,3032.208,3973.651,3973.651,3973.651,73.516,73.516,90.966,119.21,119.21,119.21,2450.546,2450.546,3558.531,3973.651,3973.651,3973.651,16.337,16.337,23.724,26.491,26.491,26.491,2450.546,3032.208,3973.651,3973.651,3973.651,3973.651,8.168,10.107,13.246,13.246,13.246,13.246,2450.546,3032.208,3973.651,3973.651,3973.651,3973.651,12.253,15.161,19.868,19.868,19.868,19.868,2450.546,3032.208,3973.651,3973.651,3973.651,3973.651,2.451,3.032,3.974,3.974,3.974,3.974,2450.546,3973.651,3973.651,3973.651,4386.813,4386.813,4.901,7.947,7.947,7.947,8.774,8.774,2450.546,3973.651,3973.651,4386.813,4386.813,4386.813,2.451,3.974,3.974,4.387,4.387,4.387,689.94,987.766,1021.389,1081.896,1140.889,1140.889,14.142,20.246,20.935,22.176,23.385,23.385
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,6227.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.671,2419.713,2419.713,0.0,0.0,0.0,1.88,72.591,72.591,0.0,0.0,62.671,349.181,3854.399,3854.399,0.0,0.0,0.418,2.328,25.696,25.696,0.0,0.0,62.671,896.718,4110.375,4110.375,0.0,0.0,0.209,2.989,13.701,13.701,0.0,0.0,834.045,1948.538,4439.857,4439.857,0.0,0.0,4.17,9.743,22.199,22.199,0.0,0.0,896.718,1948.538,4439.857,4439.857,0.0,0.0,0.897,1.949,4.44,4.44,0.0,62.671,1083.509,2233.018,4717.693,4717.693,0.0,0.125,2.167,4.466,9.435,9.435,0.0,62.671,1083.509,3329.739,5015.722,5015.722,0.0,0.063,1.084,3.33,5.016,5.016,0.0,0.188,8.944,26.684,153.079,153.079,0.0,0.003,0.144,0.428,2.458,2.458
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,3562.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.779,94.7,356.136,356.136,0.0,0.0,5.478,9.47,35.614,35.614,98.129,423.103,1518.44,2046.033,2509.991,2509.991,4.906,21.155,75.922,102.302,125.5,125.5,118.676,662.891,2096.364,2487.363,2576.774,2576.774,3.56,19.887,62.891,74.621,77.303,77.303,118.676,824.169,2251.23,2521.284,2592.075,2592.075,0.791,5.494,15.008,16.809,17.281,17.281,118.676,961.461,2342.037,2533.36,2592.075,2592.075,0.396,3.205,7.807,8.445,8.64,8.64,129.289,1249.553,2444.407,2576.774,2633.677,2633.677,0.646,6.248,12.222,12.884,13.168,13.168,129.289,1344.237,2444.407,2576.774,2633.677,2633.677,0.129,1.344,2.444,2.577,2.634,2.634,151.702,1639.726,2520.23,2605.584,2633.677,2633.677,0.303,3.279,5.04,5.211,5.267,5.267,206.481,1834.76,2576.774,2633.677,2650.3,2650.3,0.206,1.835,2.577,2.634,2.65,2.65,10.939,62.447,189.389,234.951,288.057,288.057,0.307,1.753,5.316,6.594,8.085,8.085
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,2924.772,0.0,0.0,58.386,185.144,481.131,481.131,0.0,0.0,11.677,37.029,96.226,96.226,0.0,0.0,162.903,481.131,678.321,678.321,0.0,0.0,16.29,48.113,67.832,67.832,0.0,0.0,481.131,678.321,947.874,947.874,0.0,0.0,24.057,33.916,47.394,47.394,0.0,345.759,870.292,1054.712,1171.922,1171.922,0.0,10.373,26.109,31.641,35.158,35.158,0.0,560.548,1136.51,1345.395,1641.745,1641.745,0.0,3.737,7.577,8.969,10.945,10.945,58.386,865.586,1345.395,1608.325,1899.187,1899.187,0.195,2.885,4.485,5.361,6.331,6.331,190.08,1383.371,1826.824,2043.642,2177.229,2177.229,0.95,6.917,9.134,10.218,10.886,10.886,331.385,1558.447,1957.656,2086.248,2247.891,2247.891,0.331,1.558,1.958,2.086,2.248,2.248,1060.01,1914.072,2216.264,2276.234,2305.732,2305.732,2.12,3.828,4.433,4.552,4.611,4.611,1415.109,2177.229,2305.732,2375.686,2406.482,2406.482,1.415,2.177,2.306,2.376,2.406,2.406,5.012,31.476,108.024,184.262,284.037,284.037,0.171,1.076,3.693,6.3,9.711,9.711
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,3532.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.447,2336.591,3267.382,3267.382,0.0,0.0,30.493,70.098,98.021,98.021,0.0,0.0,2336.591,3267.382,3396.937,3396.937,0.0,0.0,15.577,21.783,22.646,22.646,0.0,640.246,3267.382,3396.937,3532.097,3532.097,0.0,2.134,10.891,11.323,11.774,11.774,0.0,3396.937,3532.097,3532.097,3532.097,3532.097,0.0,16.985,17.66,17.66,17.66,17.66,201.577,3532.097,3532.097,3532.097,3532.097,3532.097,0.202,3.532,3.532,3.532,3.532,3.532,3267.382,3532.097,3532.097,3532.097,3532.097,3532.097,6.535,7.064,7.064,7.064,7.064,7.064,3396.937,3532.097,3532.097,3532.097,3532.097,3532.097,3.397,3.532,3.532,3.532,3.532,3.532,10.133,33.247,88.751,134.992,164.23,164.23,0.287,0.941,2.513,3.822,4.65,4.65
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,12354.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.051,12.152,63.527,302.15,302.15,0.0,0.303,0.608,3.176,15.108,15.108,12.152,583.588,1089.607,1341.288,1610.909,1610.909,0.365,17.508,32.688,40.239,48.327,48.327,38.713,1051.523,1542.059,2014.051,2903.993,2903.993,0.258,7.01,10.28,13.427,19.36,19.36,116.056,1226.893,2002.202,2947.996,4284.004,4284.004,0.387,4.09,6.674,9.827,14.28,14.28,615.345,1763.08,4102.796,5645.89,7456.834,7456.834,3.077,8.815,20.514,28.229,37.284,37.284,738.181,2014.051,5013.807,6888.793,8155.467,8155.467,0.738,2.014,5.014,6.889,8.155,8.155,1089.607,3800.943,7374.732,8557.185,9035.848,9035.848,2.179,7.602,14.749,17.114,18.072,18.072,1436.577,6245.106,8821.885,9454.846,10059.07,10059.07,1.437,6.245,8.822,9.455,10.059,10.059,8.44,53.586,99.349,128.356,170.645,170.645,0.068,0.434,0.804,1.039,1.381,1.381
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,8810.537,0.0,0.0,660.409,660.409,660.409,660.409,0.0,0.0,132.082,132.082,132.082,132.082,0.0,660.409,660.409,660.409,660.409,660.409,0.0,66.041,66.041,66.041,66.041,66.041,0.0,660.409,660.409,660.409,660.409,660.409,0.0,33.02,33.02,33.02,33.02,33.02,0.0,660.409,660.409,1521.505,1521.505,1521.505,0.0,19.812,19.812,45.645,45.645,45.645,660.409,660.409,1521.505,1521.505,1521.505,1521.505,4.403,4.403,10.143,10.143,10.143,10.143,660.409,660.409,1521.505,1521.505,1521.505,1521.505,2.201,2.201,5.072,5.072,5.072,5.072,660.409,1521.505,1521.505,1521.505,1521.505,1521.505,3.302,7.608,7.608,7.608,7.608,7.608,660.409,1521.505,1521.505,1521.505,1521.505,1521.505,0.66,1.522,1.522,1.522,1.522,1.522,660.409,1521.505,1521.505,1521.505,2174.597,2174.597,1.321,3.043,3.043,3.043,4.349,4.349,1521.505,1521.505,2174.597,2174.597,2174.597,2174.597,1.522,1.522,2.175,2.175,2.175,2.175,13.409,139.171,280.517,306.35,307.656,307.656,0.152,1.58,3.184,3.477,3.492,3.492
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,10408.577,0.0,360.298,1511.59,2246.57,2984.113,2984.113,0.0,72.06,302.318,449.314,596.823,596.823,0.0,385.7,1624.602,2503.764,3413.827,3413.827,0.0,38.57,162.46,250.376,341.383,341.383,0.0,450.479,1817.155,2918.301,3744.183,3744.183,0.0,22.524,90.858,145.915,187.209,187.209,1419.82,5849.646,7903.636,8667.111,8880.866,8880.866,42.595,175.489,237.109,260.013,266.426,266.426,3785.924,7903.636,8914.503,9045.623,9195.284,9195.284,25.239,52.691,59.43,60.304,61.302,61.302,4980.811,8831.9,9093.881,9243.245,9412.594,9412.594,16.603,29.44,30.313,30.811,31.375,31.375,7340.572,9045.623,9412.594,9450.617,9493.87,9493.87,36.703,45.228,47.063,47.253,47.469,47.469,7738.998,9133.477,9450.617,9493.87,9508.577,9508.577,7.739,9.133,9.451,9.494,9.509,9.509,8667.111,9412.594,9493.87,9523.416,9554.37,9554.37,17.334,18.825,18.988,19.047,19.109,19.109,8914.503,9450.617,9523.416,9554.37,9599.749,9599.749,8.915,9.451,9.523,9.554,9.6,9.6,155.127,473.411,967.513,1282.082,1570.204,1570.204,1.49,4.548,9.295,12.318,15.086,15.086
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,217.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,6810.839,0.0,0.0,0.0,29.742,45.905,45.905,0.0,0.0,0.0,5.948,9.181,9.181,0.0,0.0,0.0,29.742,90.599,90.599,0.0,0.0,0.0,2.974,9.06,9.06,0.0,1264.381,1906.353,2634.755,3548.921,3548.921,0.0,63.219,95.318,131.738,177.446,177.446,1633.177,5078.668,6300.597,6563.942,6610.531,6610.531,48.995,152.36,189.018,196.918,198.316,198.316,2782.303,6075.851,6610.531,6700.884,6746.133,6746.133,18.549,40.506,44.07,44.673,44.974,44.974,3667.746,6570.651,6700.884,6746.133,6746.133,6746.133,12.226,21.902,22.336,22.487,22.487,22.487,5983.668,6746.133,6746.133,6746.133,6746.133,6746.133,29.918,33.731,33.731,33.731,33.731,33.731,6157.743,6746.133,6746.133,6746.133,6746.133,6746.133,6.158,6.746,6.746,6.746,6.746,6.746,6563.942,6746.133,6746.133,6746.133,6746.133,6746.133,13.128,13.492,13.492,13.492,13.492,13.492,6700.884,6746.133,6746.133,6746.133,6746.133,6746.133,6.701,6.746,6.746,6.746,6.746,6.746,135.675,338.702,411.457,465.453,522.179,522.179,1.992,4.973,6.041,6.834,7.667,7.667
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,2287.312,0.0,0.0,225.906,299.472,519.73,519.73,0.0,0.0,45.181,59.894,103.946,103.946,0.0,0.0,225.906,331.064,630.005,630.005,0.0,0.0,22.591,33.106,63.001,63.001,0.0,31.591,372.569,413.461,755.008,755.008,0.0,1.58,18.628,20.673,37.75,37.75,31.591,255.027,792.546,876.167,1253.942,1253.942,0.948,7.651,23.776,26.285,37.618,37.618,31.591,373.458,876.167,955.0,1404.547,1404.547,0.211,2.49,5.841,6.367,9.364,9.364,73.096,416.602,913.916,994.343,1442.003,1442.003,0.244,1.389,3.046,3.314,4.807,4.807,73.096,570.932,1029.1,1363.319,1516.289,1516.289,0.365,2.855,5.145,6.817,7.581,7.581,204.861,955.0,1470.922,1644.052,1703.636,1703.636,0.205,0.955,1.471,1.644,1.704,1.704,596.125,1458.864,1673.815,1734.563,1909.057,1909.057,1.192,2.918,3.348,3.469,3.818,3.818,1252.417,1703.636,1943.932,1976.78,1976.78,1976.78,1.252,1.704,1.944,1.977,1.977,1.977,4.417,21.54,130.972,163.547,271.565,271.565,0.193,0.942,5.726,7.15,11.873,11.873
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,3022.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.167,429.167,0.0,0.0,0.0,0.0,42.917,42.917,0.0,0.0,0.0,0.0,919.13,919.13,0.0,0.0,0.0,0.0,45.956,45.956,0.0,0.0,0.0,264.842,1235.986,1235.986,0.0,0.0,0.0,7.945,37.08,37.08,0.0,0.0,0.0,512.258,1321.291,1321.291,0.0,0.0,0.0,3.415,8.809,8.809,0.0,0.0,0.0,512.258,1480.398,1480.398,0.0,0.0,0.0,1.708,4.935,4.935,0.0,0.0,0.0,698.213,1480.398,1480.398,0.0,0.0,0.0,3.491,7.402,7.402,0.0,0.0,0.0,698.213,1480.398,1480.398,0.0,0.0,0.0,0.698,1.48,1.48,0.0,0.0,163.453,828.058,1480.398,1480.398,0.0,0.0,0.327,1.656,2.961,2.961,0.0,0.0,433.136,1153.904,1480.398,1480.398,0.0,0.0,0.433,1.154,1.48,1.48,0.0,0.0,0.76,20.067,153.02,153.02,0.0,0.0,0.025,0.664,5.063,5.063
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,8856.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.067,167.561,322.878,519.237,519.237,0.0,0.134,0.559,1.076,1.731,1.731,0.0,58.01,383.704,587.322,725.266,725.266,0.0,0.29,1.919,2.937,3.626,3.626,0.0,76.031,458.584,587.322,813.654,813.654,0.0,0.076,0.459,0.587,0.814,0.814,0.0,188.273,587.322,831.56,1001.641,1001.641,0.0,0.377,1.175,1.663,2.003,2.003,22.348,421.965,813.654,1018.404,1160.241,1160.241,0.022,0.422,0.814,1.018,1.16,1.16,0.022,1.298,4.924,7.282,9.334,9.334,0.0,0.015,0.056,0.082,0.105,0.105
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,11375.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.725,527.85,527.85,0.0,0.0,0.0,0.286,1.76,1.76,0.0,865.55,1769.049,2894.371,4587.135,4587.135,0.0,4.328,8.845,14.472,22.936,22.936,78.257,951.506,2005.548,3548.481,5011.658,5011.658,0.078,0.952,2.006,3.548,5.012,5.012,163.287,1099.746,3212.746,4653.118,6308.219,6308.219,0.327,2.199,6.425,9.306,12.616,12.616,300.312,1587.578,4158.272,6109.964,7078.303,7078.303,0.3,1.588,4.158,6.11,7.078,7.078,0.705,9.066,21.435,33.722,49.402,49.402,0.006,0.08,0.188,0.296,0.434,0.434
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,6696.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,13592.205,0.0,371.606,1134.752,1554.633,1984.074,1984.074,0.0,74.321,226.95,310.927,396.815,396.815,134.927,980.645,1772.33,2337.613,2759.027,2759.027,13.493,98.065,177.233,233.761,275.903,275.903,342.399,1637.996,2605.094,3076.731,3490.731,3490.731,17.12,81.9,130.255,153.837,174.537,174.537,992.664,2597.863,3569.784,4067.534,4318.656,4318.656,29.78,77.936,107.094,122.026,129.56,129.56,1332.937,3198.359,4066.935,4463.118,4853.2,4853.2,8.886,21.322,27.113,29.754,32.355,32.355,1632.145,3577.008,4318.378,4866.028,5118.978,5118.978,5.44,11.923,14.395,16.22,17.063,17.063,2597.863,4318.378,5175.236,5451.39,5776.335,5776.335,12.989,21.592,25.876,27.257,28.882,28.882,2911.449,4765.514,5369.112,5739.165,5970.404,5970.404,2.911,4.766,5.369,5.739,5.97,5.97,3895.267,5386.76,6110.225,6502.828,6647.865,6647.865,7.791,10.774,12.22,13.006,13.296,13.296,4846.728,6175.807,6749.042,7043.353,7366.624,7366.624,4.847,6.176,6.749,7.043,7.367,7.367,103.257,408.774,733.254,919.57,1081.746,1081.746,0.76,3.007,5.395,6.765,7.959,7.959
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,7941.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166,8.166,0.0,0.0,0.0,0.0,0.041,0.041,0.0,0.0,0.0,8.166,8.166,8.166,0.0,0.0,0.0,0.008,0.008,0.008,0.0,0.0,8.166,8.166,19.059,19.059,0.0,0.0,0.016,0.016,0.038,0.038,0.0,8.166,19.059,33.213,101.698,101.698,0.0,0.008,0.019,0.033,0.102,0.102,0.0,0.008,0.035,0.058,0.189,0.189,0.0,0.0,0.0,0.001,0.002,0.002
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,4632.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.507,51.507,51.507,51.507,0.0,0.0,2.575,2.575,2.575,2.575,101.11,975.442,1509.687,2410.994,2857.205,2857.205,3.033,29.263,45.291,72.33,85.716,85.716,348.515,1358.158,2510.791,3541.767,4335.996,4335.996,2.323,9.054,16.739,23.612,28.907,28.907,555.842,1509.687,3356.06,4335.996,4535.826,4535.826,1.853,5.032,11.187,14.453,15.119,15.119,782.65,2766.541,4535.826,4535.826,4632.601,4632.601,3.913,13.833,22.679,22.679,23.163,23.163,975.442,3356.06,4535.826,4632.601,4632.601,4632.601,0.975,3.356,4.536,4.633,4.633,4.633,1300.925,4180.871,4632.601,4632.601,4632.601,4632.601,2.602,8.362,9.265,9.265,9.265,9.265,1509.687,4535.826,4632.601,4632.601,4632.601,4632.601,1.51,4.536,4.633,4.633,4.633,4.633,16.21,73.436,116.904,154.18,174.011,174.011,0.35,1.585,2.524,3.328,3.756,3.756
