ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_C5,RP5_builtup_WSF19_C4,RP5_builtup_WSF19_C3,RP5_builtup_WSF19_C2,RP5_builtup_WSF19_C1,RP5_builtup_WSF19_C0,RP5_builtup_WSF19_C5_EAE,RP5_builtup_WSF19_C4_EAE,RP5_builtup_WSF19_C3_EAE,RP5_builtup_WSF19_C2_EAE,RP5_builtup_WSF19_C1_EAE,RP5_builtup_WSF19_C0_EAE,RP10_builtup_WSF19_C5,RP10_builtup_WSF19_C4,RP10_builtup_WSF19_C3,RP10_builtup_WSF19_C2,RP10_builtup_WSF19_C1,RP10_builtup_WSF19_C0,RP10_builtup_WSF19_C5_EAE,RP10_builtup_WSF19_C4_EAE,RP10_builtup_WSF19_C3_EAE,RP10_builtup_WSF19_C2_EAE,RP10_builtup_WSF19_C1_EAE,RP10_builtup_WSF19_C0_EAE,RP20_builtup_WSF19_C5,RP20_builtup_WSF19_C4,RP20_builtup_WSF19_C3,RP20_builtup_WSF19_C2,RP20_builtup_WSF19_C1,RP20_builtup_WSF19_C0,RP20_builtup_WSF19_C5_EAE,RP20_builtup_WSF19_C4_EAE,RP20_builtup_WSF19_C3_EAE,RP20_builtup_WSF19_C2_EAE,RP20_builtup_WSF19_C1_EAE,RP20_builtup_WSF19_C0_EAE,RP50_builtup_WSF19_C5,RP50_builtup_WSF19_C4,RP50_builtup_WSF19_C3,RP50_builtup_WSF19_C2,RP50_builtup_WSF19_C1,RP50_builtup_WSF19_C0,RP50_builtup_WSF19_C5_EAE,RP50_builtup_WSF19_C4_EAE,RP50_builtup_WSF19_C3_EAE,RP50_builtup_WSF19_C2_EAE,RP50_builtup_WSF19_C1_EAE,RP50_builtup_WSF19_C0_EAE,RP75_builtup_WSF19_C5,RP75_builtup_WSF19_C4,RP75_builtup_WSF19_C3,RP75_builtup_WSF19_C2,RP75_builtup_WSF19_C1,RP75_builtup_WSF19_C0,RP75_builtup_WSF19_C5_EAE,RP75_builtup_WSF19_C4_EAE,RP75_builtup_WSF19_C3_EAE,RP75_builtup_WSF19_C2_EAE,RP75_builtup_WSF19_C1_EAE,RP75_builtup_WSF19_C0_EAE,RP100_builtup_WSF19_C5,RP100_builtup_WSF19_C4,RP100_builtup_WSF19_C3,RP100_builtup_WSF19_C2,RP100_builtup_WSF19_C1,RP100_builtup_WSF19_C0,RP100_builtup_WSF19_C5_EAE,RP100_builtup_WSF19_C4_EAE,RP100_builtup_WSF19_C3_EAE,RP100_builtup_WSF19_C2_EAE,RP100_builtup_WSF19_C1_EAE,RP100_builtup_WSF19_C0_EAE,RP200_builtup_WSF19_C5,RP200_builtup_WSF19_C4,RP200_builtup_WSF19_C3,RP200_builtup_WSF19_C2,RP200_builtup_WSF19_C1,RP200_builtup_WSF19_C0,RP200_builtup_WSF19_C5_EAE,RP200_builtup_WSF19_C4_EAE,RP200_builtup_WSF19_C3_EAE,RP200_builtup_WSF19_C2_EAE,RP200_builtup_WSF19_C1_EAE,RP200_builtup_WSF19_C0_EAE,RP250_builtup_WSF19_C5,RP250_builtup_WSF19_C4,RP250_builtup_WSF19_C3,RP250_builtup_WSF19_C2,RP250_builtup_WSF19_C1,RP250_builtup_WSF19_C0,RP250_builtup_WSF19_C5_EAE,RP250_builtup_WSF19_C4_EAE,RP250_builtup_WSF19_C3_EAE,RP250_builtup_WSF19_C2_EAE,RP250_builtup_WSF19_C1_EAE,RP250_builtup_WSF19_C0_EAE,RP500_builtup_WSF19_C5,RP500_builtup_WSF19_C4,RP500_builtup_WSF19_C3,RP500_builtup_WSF19_C2,RP500_builtup_WSF19_C1,RP500_builtup_WSF19_C0,RP500_builtup_WSF19_C5_EAE,RP500_builtup_WSF19_C4_EAE,RP500_builtup_WSF19_C3_EAE,RP500_builtup_WSF19_C2_EAE,RP500_builtup_WSF19_C1_EAE,RP500_builtup_WSF19_C0_EAE,RP1000_builtup_WSF19_C5,RP1000_builtup_WSF19_C4,RP1000_builtup_WSF19_C3,RP1000_builtup_WSF19_C2,RP1000_builtup_WSF19_C1,RP1000_builtup_WSF19_C0,RP1000_builtup_WSF19_C5_EAE,RP1000_builtup_WSF19_C4_EAE,RP1000_builtup_WSF19_C3_EAE,RP1000_builtup_WSF19_C2_EAE,RP1000_builtup_WSF19_C1_EAE,RP1000_builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE,builtup_WSF19_C4_EAE,builtup_WSF19_C3_EAE,builtup_WSF19_C2_EAE,builtup_WSF19_C1_EAE,builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE%,builtup_WSF19_C4_EAE%,builtup_WSF19_C3_EAE%,builtup_WSF19_C2_EAE%,builtup_WSF19_C1_EAE%,builtup_WSF19_C0_EAE%
210203,2102,21,KHM,Doung,Bati,Takeo,Cambodia,79.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.643,0.643,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.643,0.759,0.759,0.759,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.643,1.093,2.956,6.183,6.183,0.0,0.001,0.002,0.006,0.012,0.012,0.0,0.759,3.435,8.154,11.787,11.787,0.0,0.001,0.003,0.008,0.012,0.012,0.0,0.002,0.006,0.015,0.028,0.028,0.0,0.003,0.008,0.019,0.035,0.035
210303,2103,21,KHM,Doung Khpos,Borei Cholsar,Takeo,Cambodia,47.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.093,0.151,0.151,0.151,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.093,0.151,0.18,0.332,0.332,0.0,0.0,0.001,0.001,0.002,0.002,0.0,0.093,0.151,0.332,1.198,1.198,0.0,0.0,0.0,0.0,0.001,0.001,0.093,0.151,1.198,1.409,1.44,1.44,0.0,0.0,0.002,0.003,0.003,0.003,0.093,1.153,1.475,1.496,1.894,1.894,0.0,0.001,0.001,0.001,0.002,0.002,0.0,0.002,0.005,0.006,0.008,0.008,0.001,0.005,0.011,0.013,0.017,0.017
250602,2506,25,KHM,Dountei,Ponhea Kraek,Tboung Khmum,Cambodia,94.466,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.007,0.116,0.116,0.0,0.0,0.0,0.001,0.012,0.012,0.0,0.0,0.0,0.007,0.122,0.122,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.023,0.243,0.243,0.0,0.0,0.0,0.001,0.007,0.007,0.0,0.0,0.0,0.116,0.243,0.243,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.0,0.116,0.367,0.367,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.007,0.122,0.459,0.459,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.007,0.122,0.459,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.132,0.592,0.592,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.019,0.262,0.848,0.848,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.004,0.034,0.034,0.0,0.0,0.0,0.004,0.036,0.036
21303,213,2,KHM,Hab,Koas Krala,Battambang,Cambodia,9.064,0.0,0.0,0.0,0.0,0.035,0.035,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.023,0.046,0.046,0.0,0.0,0.0,0.002,0.005,0.005,0.0,0.0,0.0,0.035,0.268,0.268,0.0,0.0,0.0,0.002,0.013,0.013,0.0,0.0,0.0,0.093,0.345,0.345,0.0,0.0,0.0,0.003,0.01,0.01,0.0,0.0,0.007,0.103,0.427,0.427,0.0,0.0,0.0,0.001,0.003,0.003,0.0,0.0,0.012,0.103,0.525,0.525,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.068,0.115,0.567,0.567,0.0,0.0,0.0,0.001,0.003,0.003,0.0,0.0,0.068,0.115,0.567,0.567,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.068,0.19,1.009,1.009,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.012,0.068,0.29,1.37,1.37,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.009,0.047,0.047,0.0,0.0,0.008,0.102,0.516,0.516
100103,1001,10,KHM,Han Chey,Chhloung,Kratie,Cambodia,86.373,10.213,14.541,20.423,22.67,25.482,25.482,2.043,2.908,4.085,4.534,5.096,5.096,12.14,19.385,23.811,27.351,32.801,32.801,1.214,1.939,2.381,2.735,3.28,3.28,12.536,20.939,27.29,32.703,40.112,40.112,0.627,1.047,1.365,1.635,2.006,2.006,14.366,25.13,35.264,42.051,45.855,45.855,0.431,0.754,1.058,1.262,1.376,1.376,15.863,27.648,39.158,43.508,49.33,49.33,0.106,0.184,0.261,0.29,0.329,0.329,17.19,28.486,41.115,45.19,49.85,49.85,0.057,0.095,0.137,0.151,0.166,0.166,18.785,35.717,45.05,49.245,53.689,53.689,0.094,0.179,0.225,0.246,0.268,0.268,19.547,36.084,45.915,49.826,56.186,56.186,0.02,0.036,0.046,0.05,0.056,0.056,23.095,41.904,49.394,54.85,65.796,65.796,0.046,0.084,0.099,0.11,0.132,0.132,25.895,45.214,54.19,63.44,69.82,69.82,0.026,0.045,0.054,0.063,0.07,0.07,4.663,7.271,9.71,11.076,12.779,12.779,5.399,8.418,11.242,12.823,14.795,14.795
30602,306,3,KHM,Hanchey,Kampong Siem,Kampong Cham,Cambodia,56.266,0.0,0.378,0.551,1.038,1.378,1.378,0.0,0.076,0.11,0.208,0.276,0.276,0.378,1.378,1.418,1.707,1.982,1.982,0.038,0.138,0.142,0.171,0.198,0.198,0.96,1.707,2.581,3.189,4.121,4.121,0.048,0.085,0.129,0.159,0.206,0.206,1.418,2.581,4.189,4.417,6.292,6.292,0.043,0.077,0.126,0.133,0.189,0.189,1.418,3.335,4.417,6.292,7.891,7.891,0.009,0.022,0.029,0.042,0.053,0.053,1.707,4.264,6.292,7.901,10.272,10.272,0.006,0.014,0.021,0.026,0.034,0.034,2.581,6.292,10.272,11.631,12.567,12.567,0.013,0.031,0.051,0.058,0.063,0.063,3.086,7.683,11.163,12.113,12.646,12.646,0.003,0.008,0.011,0.012,0.013,0.013,4.264,10.545,12.567,14.099,16.67,16.67,0.009,0.021,0.025,0.028,0.033,0.033,6.085,12.113,15.221,18.264,20.148,20.148,0.006,0.012,0.015,0.018,0.02,0.02,0.174,0.485,0.66,0.855,1.084,1.084,0.309,0.862,1.173,1.52,1.927,1.927
50401,504,5,KHM,Haong Samnam,Aoral,Kampong Speu,Cambodia,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160903,1609,16,KHM,Hat Pak,Veun Sai,Ratanak Kiri,Cambodia,6.368,1.894,2.733,3.704,4.003,4.196,4.196,0.379,0.547,0.741,0.801,0.839,0.839,2.729,3.84,4.786,5.065,5.341,5.341,0.273,0.384,0.479,0.507,0.534,0.534,3.828,4.828,5.661,5.867,6.008,6.008,0.191,0.241,0.283,0.293,0.3,0.3,4.77,5.838,5.938,5.945,6.014,6.014,0.143,0.175,0.178,0.178,0.18,0.18,5.152,5.909,5.945,6.014,6.064,6.064,0.034,0.039,0.04,0.04,0.04,0.04,5.621,5.915,5.945,6.014,6.108,6.108,0.019,0.02,0.02,0.02,0.02,0.02,5.692,5.915,5.945,6.095,6.182,6.182,0.028,0.03,0.03,0.03,0.031,0.031,5.698,5.915,5.945,6.119,6.182,6.182,0.006,0.006,0.006,0.006,0.006,0.006,5.698,5.956,6.026,6.182,6.182,6.182,0.011,0.012,0.012,0.012,0.012,0.012,5.706,5.956,6.076,6.182,6.182,6.182,0.006,0.006,0.006,0.006,0.006,0.006,1.09,1.46,1.794,1.894,1.971,1.971,17.125,22.92,28.17,29.743,30.946,30.946
80502,805,8,KHM,K'am Samnar,Leuk Daek,Kandal,Cambodia,40.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,2.763,6.242,9.195,9.195,0.0,0.011,0.138,0.312,0.46,0.46,0.0,5.361,13.451,22.004,27.392,27.392,0.0,0.161,0.404,0.66,0.822,0.822,0.0,8.931,19.64,25.044,30.965,30.965,0.0,0.06,0.131,0.167,0.206,0.206,0.817,9.929,22.212,28.216,31.285,31.285,0.003,0.033,0.074,0.094,0.104,0.104,1.799,15.699,27.973,31.212,32.982,32.982,0.009,0.078,0.14,0.156,0.165,0.165,2.669,18.009,30.566,32.69,33.358,33.358,0.003,0.018,0.031,0.033,0.033,0.033,4.832,23.495,31.9,33.358,34.418,34.418,0.01,0.047,0.064,0.067,0.069,0.069,8.352,28.158,33.23,34.44,36.282,36.282,0.008,0.028,0.033,0.034,0.036,0.036,0.032,0.436,1.014,1.523,1.896,1.896,0.081,1.085,2.525,3.792,4.719,4.719
160904,1609,16,KHM,Ka Choun,Veun Sai,Ratanak Kiri,Cambodia,2.882,0.139,0.139,0.249,0.249,0.278,0.278,0.028,0.028,0.05,0.05,0.056,0.056,0.151,0.289,0.323,0.369,0.416,0.416,0.015,0.029,0.032,0.037,0.042,0.042,0.289,0.369,0.854,0.902,1.034,1.034,0.014,0.018,0.043,0.045,0.052,0.052,0.41,1.157,1.242,1.305,1.556,1.556,0.012,0.035,0.037,0.039,0.047,0.047,0.501,1.223,1.589,1.67,1.875,1.875,0.003,0.008,0.011,0.011,0.013,0.013,1.153,1.556,1.83,1.92,1.991,1.991,0.004,0.005,0.006,0.006,0.007,0.007,1.609,2.034,2.034,2.034,2.088,2.088,0.008,0.01,0.01,0.01,0.01,0.01,1.83,2.034,2.045,2.088,2.163,2.163,0.002,0.002,0.002,0.002,0.002,0.002,2.034,2.163,2.163,2.165,2.165,2.165,0.004,0.004,0.004,0.004,0.004,0.004,2.163,2.165,2.322,2.336,2.66,2.66,0.002,0.002,0.002,0.002,0.003,0.003,0.093,0.142,0.198,0.207,0.234,0.234,3.229,4.928,6.856,7.197,8.126,8.126
160502,1605,16,KHM,Ka Laeng,Lumphat,Ratanak Kiri,Cambodia,8.704,0.012,0.025,0.025,0.197,0.322,0.322,0.002,0.005,0.005,0.039,0.064,0.064,0.025,0.235,0.426,0.472,0.785,0.785,0.003,0.024,0.043,0.047,0.078,0.078,0.235,0.393,0.802,0.811,0.879,0.879,0.012,0.02,0.04,0.041,0.044,0.044,0.393,0.744,0.896,1.21,1.244,1.244,0.012,0.022,0.027,0.036,0.037,0.037,0.683,0.77,1.163,1.244,1.272,1.272,0.005,0.005,0.008,0.008,0.008,0.008,0.683,0.866,1.288,1.369,1.43,1.43,0.002,0.003,0.004,0.005,0.005,0.005,0.744,1.248,1.899,2.159,2.271,2.271,0.004,0.006,0.009,0.011,0.011,0.011,0.744,1.25,2.047,2.175,2.271,2.271,0.001,0.001,0.002,0.002,0.002,0.002,1.199,2.066,2.452,2.464,2.56,2.56,0.002,0.004,0.005,0.005,0.005,0.005,1.689,2.371,2.464,2.577,2.639,2.639,0.002,0.002,0.002,0.003,0.003,0.003,0.044,0.093,0.146,0.197,0.259,0.259,0.503,1.063,1.672,2.26,2.973,2.973
160201,1602,16,KHM,Kachanh,Ban Lung,Ratanak Kiri,Cambodia,69.626,0.056,0.573,0.573,0.641,0.641,0.641,0.011,0.115,0.115,0.128,0.128,0.128,0.056,0.573,0.573,0.641,0.641,0.641,0.006,0.057,0.057,0.064,0.064,0.064,0.056,0.573,0.641,0.641,0.641,0.641,0.003,0.029,0.032,0.032,0.032,0.032,0.541,0.573,0.641,0.641,0.641,0.641,0.016,0.017,0.019,0.019,0.019,0.019,0.541,0.61,0.678,0.678,0.678,0.678,0.004,0.004,0.005,0.005,0.005,0.005,0.541,0.678,0.678,0.678,0.678,0.678,0.002,0.002,0.002,0.002,0.002,0.002,0.541,0.678,0.678,0.678,0.678,0.678,0.003,0.003,0.003,0.003,0.003,0.003,0.573,0.678,0.678,0.678,0.678,0.678,0.001,0.001,0.001,0.001,0.001,0.001,0.573,0.678,0.678,0.678,0.687,0.687,0.001,0.001,0.001,0.001,0.001,0.001,0.573,0.678,0.678,0.687,0.687,0.687,0.001,0.001,0.001,0.001,0.001,0.001,0.046,0.23,0.236,0.257,0.257,0.257,0.066,0.331,0.339,0.368,0.369,0.369
230201,2302,23,KHM,Kaeb,Kaeb,Kep,Cambodia,51.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180304,1803,18,KHM,Kaev Phos,Stueng Hav,Preah Sihanouk,Cambodia,40.475,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.07,0.07,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.001,0.07,0.072,0.072,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.001,0.07,0.072,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.07,0.072,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.07,0.072,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.07,0.072,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.072,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.07,0.07,0.699,0.699,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.004,0.008,0.008,0.0,0.0,0.001,0.009,0.019,0.019
170704,1707,17,KHM,Kaev Poar,Puok,Siemreap,Cambodia,33.943,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.126,0.3,0.3,0.0,0.0,0.0,0.013,0.03,0.03,0.0,0.0,0.0,0.289,0.314,0.314,0.0,0.0,0.0,0.014,0.016,0.016,0.0,0.0,0.0,0.3,0.703,0.703,0.0,0.0,0.0,0.009,0.021,0.021,0.0,0.0,0.126,0.3,2.257,2.257,0.0,0.0,0.001,0.002,0.015,0.015,0.0,0.0,0.126,0.3,3.341,3.341,0.0,0.0,0.0,0.001,0.011,0.011,0.0,0.0,0.227,0.3,5.544,5.544,0.0,0.0,0.001,0.002,0.028,0.028,0.0,0.0,0.227,0.3,5.544,5.544,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.279,0.3,6.418,6.418,0.0,0.0,0.001,0.001,0.013,0.013,0.0,0.0,0.279,0.314,6.429,6.429,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.003,0.042,0.179,0.179,0.0,0.0,0.01,0.123,0.527,0.527
50702,507,5,KHM,Kahaeng,Samraong Tong,Kampong Speu,Cambodia,110.831,0.0,0.105,3.324,5.596,7.986,7.986,0.0,0.021,0.665,1.119,1.597,1.597,0.012,2.394,7.201,9.985,14.248,14.248,0.001,0.239,0.72,0.999,1.425,1.425,0.105,5.768,10.555,15.596,17.499,17.499,0.005,0.288,0.528,0.78,0.875,0.875,0.504,8.716,16.251,20.418,23.932,23.932,0.015,0.261,0.488,0.613,0.718,0.718,1.739,9.655,17.774,21.285,27.379,27.379,0.012,0.064,0.118,0.142,0.183,0.183,2.034,10.646,19.619,23.582,29.407,29.407,0.007,0.035,0.065,0.079,0.098,0.098,3.607,13.702,21.319,28.696,33.611,33.611,0.018,0.069,0.107,0.143,0.168,0.168,4.496,15.531,23.405,31.465,34.652,34.652,0.004,0.016,0.023,0.031,0.035,0.035,5.758,18.328,29.264,34.594,36.839,36.839,0.012,0.037,0.059,0.069,0.074,0.074,7.955,22.527,34.42,37.178,40.127,40.127,0.008,0.023,0.034,0.037,0.04,0.04,0.082,1.053,2.807,4.012,5.212,5.212,0.074,0.95,2.533,3.62,4.703,4.703
50113,501,5,KHM,Kak,Basedth,Kampong Speu,Cambodia,50.605,0.0,0.0,0.0,0.0,1.019,1.019,0.0,0.0,0.0,0.0,0.204,0.204,0.0,0.0,0.0,0.0,1.833,1.833,0.0,0.0,0.0,0.0,0.183,0.183,0.0,0.0,0.0,0.0,1.978,1.978,0.0,0.0,0.0,0.0,0.099,0.099,0.0,0.0,0.0,0.612,1.986,1.986,0.0,0.0,0.0,0.018,0.06,0.06,0.0,0.0,0.0,0.612,2.092,2.092,0.0,0.0,0.0,0.004,0.014,0.014,0.0,0.0,0.0,1.048,2.104,2.104,0.0,0.0,0.0,0.003,0.007,0.007,0.0,0.0,0.0,1.4,2.104,2.104,0.0,0.0,0.0,0.007,0.011,0.011,0.0,0.0,0.0,1.412,2.362,2.362,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.0,1.757,2.409,2.409,0.0,0.0,0.0,0.004,0.005,0.005,0.0,0.0,0.0,1.757,3.207,3.207,0.0,0.0,0.0,0.002,0.003,0.003,0.0,0.0,0.0,0.04,0.587,0.587,0.0,0.0,0.0,0.078,1.161,1.161
160301,1603,16,KHM,Kak,Bar Kaev,Ratanak Kiri,Cambodia,18.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.082,0.107,0.107,0.0,0.0,0.008,0.008,0.011,0.011,0.0,0.075,0.095,0.1,0.112,0.112,0.0,0.004,0.005,0.005,0.006,0.006,0.0,0.095,0.1,0.1,0.214,0.214,0.0,0.003,0.003,0.003,0.006,0.006,0.0,0.095,0.1,0.214,0.214,0.214,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.1,0.202,0.214,0.214,0.214,0.0,0.0,0.001,0.001,0.001,0.001,0.035,0.248,0.373,0.385,0.538,0.538,0.0,0.001,0.002,0.002,0.003,0.003,0.035,0.248,0.373,0.385,0.538,0.538,0.0,0.0,0.0,0.0,0.001,0.001,0.035,0.35,0.475,0.511,1.206,1.206,0.0,0.001,0.001,0.001,0.002,0.002,0.035,0.35,0.487,0.516,1.206,1.206,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.01,0.021,0.022,0.032,0.032,0.002,0.056,0.116,0.123,0.176,0.176
250603,2506,25,KHM,Kak,Ponhea Kraek,Tboung Khmum,Cambodia,115.048,0.0,0.0,0.0,0.0,0.036,0.036,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.361,0.361,0.0,0.0,0.0,0.0,0.036,0.036,0.0,0.0,0.0,0.081,0.556,0.556,0.0,0.0,0.0,0.004,0.028,0.028,0.0,0.0,0.0,0.152,1.51,1.51,0.0,0.0,0.0,0.005,0.045,0.045,0.0,0.0,0.0,0.152,2.36,2.36,0.0,0.0,0.0,0.001,0.016,0.016,0.0,0.0,0.0,0.187,3.136,3.136,0.0,0.0,0.0,0.001,0.01,0.01,0.0,0.0,0.035,0.576,9.196,9.196,0.0,0.0,0.0,0.003,0.046,0.046,0.0,0.0,0.035,0.832,9.981,9.981,0.0,0.0,0.0,0.001,0.01,0.01,0.0,0.0,0.117,3.034,11.334,11.334,0.0,0.0,0.0,0.006,0.023,0.023,0.0,0.0,0.493,4.364,13.108,13.108,0.0,0.0,0.0,0.004,0.013,0.013,0.0,0.0,0.001,0.024,0.234,0.234,0.0,0.0,0.001,0.021,0.204,0.204
120908,1209,12,KHM,Kakab Ti 1,Pur SenChey,Phnom Penh,Cambodia,318.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.016,6.016,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,3.884,51.396,159.674,159.674,0.0,0.0,0.026,0.343,1.064,1.064,0.0,0.0,34.017,145.104,184.438,184.438,0.0,0.0,0.113,0.484,0.615,0.615,0.0,8.612,158.725,192.552,212.84,212.84,0.0,0.043,0.794,0.963,1.064,1.064,0.0,25.206,175.352,206.347,221.339,221.339,0.0,0.025,0.175,0.206,0.221,0.221,0.0,120.252,212.939,224.248,230.649,230.649,0.0,0.241,0.426,0.448,0.461,0.461,0.0,190.041,224.988,231.975,239.231,239.231,0.0,0.19,0.225,0.232,0.239,0.239,0.0,0.499,1.759,2.676,3.846,3.846,0.0,0.157,0.553,0.841,1.208,1.208
