ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP10_pop_WPOP20_C6,RP10_pop_WPOP20_C5,RP10_pop_WPOP20_C4,RP10_pop_WPOP20_C3,RP10_pop_WPOP20_C2,RP10_pop_WPOP20_C1,RP10_pop_WPOP20_C0,RP10_pop_WPOP20_C6_EAE,RP10_pop_WPOP20_C5_EAE,RP10_pop_WPOP20_C4_EAE,RP10_pop_WPOP20_C3_EAE,RP10_pop_WPOP20_C2_EAE,RP10_pop_WPOP20_C1_EAE,RP10_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C6,RP20_pop_WPOP20_C5,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C6_EAE,RP20_pop_WPOP20_C5_EAE,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP50_pop_WPOP20_C6,RP50_pop_WPOP20_C5,RP50_pop_WPOP20_C4,RP50_pop_WPOP20_C3,RP50_pop_WPOP20_C2,RP50_pop_WPOP20_C1,RP50_pop_WPOP20_C0,RP50_pop_WPOP20_C6_EAE,RP50_pop_WPOP20_C5_EAE,RP50_pop_WPOP20_C4_EAE,RP50_pop_WPOP20_C3_EAE,RP50_pop_WPOP20_C2_EAE,RP50_pop_WPOP20_C1_EAE,RP50_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C6,RP100_pop_WPOP20_C5,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C6_EAE,RP100_pop_WPOP20_C5_EAE,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,RP200_pop_WPOP20_C6,RP200_pop_WPOP20_C5,RP200_pop_WPOP20_C4,RP200_pop_WPOP20_C3,RP200_pop_WPOP20_C2,RP200_pop_WPOP20_C1,RP200_pop_WPOP20_C0,RP200_pop_WPOP20_C6_EAE,RP200_pop_WPOP20_C5_EAE,RP200_pop_WPOP20_C4_EAE,RP200_pop_WPOP20_C3_EAE,RP200_pop_WPOP20_C2_EAE,RP200_pop_WPOP20_C1_EAE,RP200_pop_WPOP20_C0_EAE,RP500_pop_WPOP20_C6,RP500_pop_WPOP20_C5,RP500_pop_WPOP20_C4,RP500_pop_WPOP20_C3,RP500_pop_WPOP20_C2,RP500_pop_WPOP20_C1,RP500_pop_WPOP20_C0,RP500_pop_WPOP20_C6_EAE,RP500_pop_WPOP20_C5_EAE,RP500_pop_WPOP20_C4_EAE,RP500_pop_WPOP20_C3_EAE,RP500_pop_WPOP20_C2_EAE,RP500_pop_WPOP20_C1_EAE,RP500_pop_WPOP20_C0_EAE,pop_WPOP20_C6_EAE,pop_WPOP20_C5_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C6_EAE%,pop_WPOP20_C5_EAE%,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
141201,1412,14,KHM,Ampil Krau,Sithor Kandal,Prey Veng,Cambodia,5899.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5562.547,5562.547,0.0,0.0,0.0,0.0,0.0,27.813,27.813,0.0,0.0,0.0,0.0,0.0,5562.547,5562.547,0.0,0.0,0.0,0.0,0.0,16.688,16.688,0.0,0.0,0.0,0.0,0.0,44.5,44.5,0.0,0.0,0.0,0.0,0.0,0.754,0.754
20405,204,2,KHM,Ampil Pram Daeum,Bavel,Battambang,Cambodia,41635.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41353.54,41353.54,0.0,0.0,0.0,0.0,0.0,124.061,124.061,0.0,0.0,0.0,0.0,0.0,124.061,124.061,0.0,0.0,0.0,0.0,0.0,0.298,0.298
250301,2503,25,KHM,Ampil Ta Pok,Ou Reang Ov,Tboung Khmum,Cambodia,10383.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9674.955,9674.955,0.0,0.0,0.0,0.0,0.0,48.375,48.375,0.0,0.0,0.0,0.0,0.0,9674.955,9674.955,0.0,0.0,0.0,0.0,0.0,29.025,29.025,0.0,0.0,0.0,0.0,0.0,77.4,77.4,0.0,0.0,0.0,0.0,0.0,0.745,0.745
40501,405,4,KHM,Ampil Tuek,Kampong Tralach,Kampong Chhnang,Cambodia,10519.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.172,1058.172,0.0,0.0,0.0,0.0,0.0,5.291,5.291,0.0,0.0,0.0,0.0,0.0,10053.832,10053.832,0.0,0.0,0.0,0.0,0.0,30.161,30.161,0.0,0.0,0.0,0.0,0.0,35.452,35.452,0.0,0.0,0.0,0.0,0.0,0.337,0.337
80101,801,8,KHM,Ampov Prey,Kandal Stueng,Kandal,Cambodia,8708.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8050.095,8050.095,0.0,0.0,0.0,0.0,0.0,40.25,40.25,0.0,0.0,0.0,0.0,0.0,8050.095,8050.095,0.0,0.0,0.0,0.0,0.0,24.15,24.15,0.0,0.0,0.0,0.0,0.0,64.401,64.401,0.0,0.0,0.0,0.0,0.0,0.74,0.74
20702,207,2,KHM,Andaeuk Haeb,Rotonak Mondol,Battambang,Cambodia,5932.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5724.27,5724.27,0.0,0.0,0.0,0.0,0.0,17.173,17.173,0.0,0.0,0.0,0.0,0.0,17.173,17.173,0.0,0.0,0.0,0.0,0.0,0.289,0.289
70804,708,7,KHM,Andoung Khmer,Kampot,Kampot,Cambodia,9987.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7019.481,7019.481,0.0,0.0,0.0,0.0,0.0,70.195,70.195,0.0,0.0,0.0,0.0,0.0,7019.481,7019.481,0.0,0.0,0.0,0.0,0.0,35.097,35.097,0.0,0.0,0.0,0.0,7019.481,7019.481,7019.481,0.0,0.0,0.0,0.0,21.058,21.058,21.058,0.0,0.0,0.0,0.0,21.058,126.351,126.351,0.0,0.0,0.0,0.0,0.211,1.265,1.265
60912,609,6,KHM,Andoung Pou,Taing Kouk,Kampong Thom,Cambodia,5158.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4648.333,4648.333,0.0,0.0,0.0,0.0,0.0,13.945,13.945,0.0,0.0,0.0,0.0,0.0,13.945,13.945,0.0,0.0,0.0,0.0,0.0,0.27,0.27
200402,2004,20,KHM,Andoung Pou,Romeas Haek,Svay Rieng,Cambodia,4228.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130.013,4130.013,0.0,0.0,0.0,0.0,0.0,41.3,41.3,0.0,0.0,0.0,0.0,0.0,4130.013,4130.013,0.0,0.0,0.0,0.0,0.0,20.65,20.65,0.0,0.0,0.0,0.0,0.0,4130.013,4130.013,0.0,0.0,0.0,0.0,0.0,12.39,12.39,0.0,0.0,0.0,0.0,0.0,74.34,74.34,0.0,0.0,0.0,0.0,0.0,1.758,1.758
40601,406,4,KHM,Andoung Snay,Rolea B'ier,Kampong Chhnang,Cambodia,8207.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7770.886,7770.886,0.0,0.0,0.0,0.0,0.0,23.313,23.313,0.0,0.0,0.0,0.0,0.0,23.313,23.313,0.0,0.0,0.0,0.0,0.0,0.284,0.284
180201,1802,18,KHM,Andoung Thma,Prey Nob,Preah Sihanouk,Cambodia,5671.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5439.397,5439.397,0.0,0.0,0.0,0.0,0.0,54.394,54.394,0.0,0.0,0.0,0.0,0.0,5439.397,5439.397,0.0,0.0,0.0,0.0,0.0,27.197,27.197,0.0,0.0,0.0,0.0,5439.397,5439.397,5439.397,0.0,0.0,0.0,0.0,16.318,16.318,16.318,0.0,0.0,0.0,0.0,16.318,97.909,97.909,0.0,0.0,0.0,0.0,0.288,1.726,1.726
200403,2004,20,KHM,Andoung Trabaek,Romeas Haek,Svay Rieng,Cambodia,6016.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6016.929,6016.929,0.0,0.0,0.0,0.0,0.0,60.169,60.169,0.0,0.0,0.0,0.0,0.0,6016.929,6016.929,0.0,0.0,0.0,0.0,0.0,30.085,30.085,0.0,0.0,0.0,0.0,0.0,6016.929,6016.929,0.0,0.0,0.0,0.0,0.0,18.051,18.051,0.0,0.0,0.0,0.0,0.0,108.305,108.305,0.0,0.0,0.0,0.0,0.0,1.8,1.8
90101,901,9,KHM,Andoung Tuek,Botum Sakor,Koh Kong,Cambodia,4527.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4244.329,4244.329,0.0,0.0,0.0,0.0,0.0,42.443,42.443,0.0,0.0,0.0,0.0,0.0,4244.329,4244.329,0.0,0.0,0.0,0.0,0.0,21.222,21.222,0.0,0.0,0.0,0.0,0.0,4244.329,4244.329,0.0,0.0,0.0,0.0,0.0,12.733,12.733,0.0,0.0,0.0,0.0,0.0,76.398,76.398,0.0,0.0,0.0,0.0,0.0,1.688,1.688
70609,706,7,KHM,Ang Sophy,Kampong Trach,Kampot,Cambodia,3817.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3695.064,3695.064,0.0,0.0,0.0,0.0,0.0,36.951,36.951,0.0,0.0,0.0,0.0,0.0,3695.064,3695.064,0.0,0.0,0.0,0.0,0.0,18.475,18.475,0.0,0.0,0.0,0.0,3695.064,3695.064,3695.064,0.0,0.0,0.0,0.0,11.085,11.085,11.085,0.0,0.0,0.0,0.0,11.085,66.511,66.511,0.0,0.0,0.0,0.0,0.29,1.742,1.742
211006,2110,21,KHM,Angk Kaev,Treang,Takeo,Cambodia,3726.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726.479,3726.479,0.0,0.0,0.0,0.0,0.0,37.265,37.265,0.0,0.0,0.0,0.0,0.0,3726.479,3726.479,0.0,0.0,0.0,0.0,0.0,18.632,18.632,0.0,0.0,0.0,0.0,0.0,3726.479,3726.479,0.0,0.0,0.0,0.0,0.0,11.179,11.179,0.0,0.0,0.0,0.0,0.0,67.077,67.077,0.0,0.0,0.0,0.0,0.0,1.8,1.8
211002,2110,21,KHM,Angk Khnor,Treang,Takeo,Cambodia,3753.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.936,3564.936,0.0,0.0,0.0,0.0,0.0,35.649,35.649,0.0,0.0,0.0,0.0,0.0,3564.936,3564.936,0.0,0.0,0.0,0.0,0.0,17.825,17.825,0.0,0.0,0.0,0.0,0.0,3564.936,3564.936,0.0,0.0,0.0,0.0,0.0,10.695,10.695,0.0,0.0,0.0,0.0,0.0,64.169,64.169,0.0,0.0,0.0,0.0,0.0,1.71,1.71
